ID,EMPRESA,SETOR,USO_AGUA,AREA,AREA_RESERVA,CO2_EMIT_DIR,CO2_EMIT_INDIR,CO2_REC,INSUMO_QUIMICO_LEG,INSUMO_QUIMICO_ORG,BIODIVERSIDADE,RESIDUO_REC,RESIDUO_COMP,RESIDUO_DESC,ENERGIA_REN,INDICE_SUSTENTABILIDADE
357.0,EMPRESA00286,TRIGO,9.53,6830.58,8.66,5.48,2.4,4.74,5.65,4.01,5.73,23.35,10.0,6.34,10.35,0.4
358.0,EMPRESA00241,MILHO,4.92,8448.6,3.69,9.94,5.54,11.36,9.99,7.5,19.62,11.74,19.14,16.92,51.14,0.59
359.0,EMPRESA00460,MILHO,3.14,17590.04,8.77,6.14,2.83,8.07,9.35,7.96,2.72,37.99,27.53,14.78,31.66,0.58
360.0,EMPRESA00399,TRIGO,8.21,1058.05,4.77,2.8,7.22,11.28,1.82,5.86,13.94,16.36,20.38,7.23,21.3,0.49
361.0,EMPRESA00090,TRIGO,8.61,29452.57,8.6,5.1,6.56,6.76,2.29,9.05,17.22,27.92,14.45,11.93,83.9,0.67
362.0,EMPRESA00073,TRIGO,6.16,16993.74,7.62,7.66,2.05,10.5,4.25,2.17,10.09,28.71,11.67,14.45,29.28,0.52
363.0,EMPRESA00367,SOJA,4.01,3634.73,1.04,6.48,5.36,3.5,8.76,2.76,1.0,21.28,36.55,13.08,54.37,0.42
364.0,EMPRESA00491,CANA_ACUCAR,4.83,23629.08,8.24,5.21,4.33,13.19,6.36,9.13,3.31,10.56,32.39,19.2,96.51,0.66
365.0,EMPRESA00198,CANA_ACUCAR,8.54,20516.91,5.56,3.24,8.38,6.15,1.85,6.62,4.79,21.68,39.79,13.24,62.14,0.56
366.0,EMPRESA00199,CANA_ACUCAR,7.61,3257.06,2.12,4.4,4.66,9.94,6.53,8.92,2.99,26.2,14.72,14.74,49.69,0.45
367.0,EMPRESA00032,SOJA,7.07,27484.81,5.39,6.92,7.34,10.01,8.41,2.68,5.67,14.67,22.65,18.98,98.63,0.6
368.0,EMPRESA00187,MILHO,5.18,20202.23,4.18,9.09,5.38,3.12,5.4,3.03,7.56,28.13,31.08,7.36,37.94,0.48
369.0,EMPRESA00125,MILHO,5.95,6635.76,9.05,7.03,3.66,11.92,6.49,4.12,14.09,26.56,15.94,13.16,40.36,0.62
370.0,EMPRESA00363,MILHO,6.86,4332.14,7.75,3.19,8.86,9.32,4.44,3.96,12.12,10.09,29.75,10.62,49.6,0.57
371.0,EMPRESA00040,TRIGO,6.85,19346.77,4.5,2.51,6.68,3.05,2.92,7.37,3.25,15.41,19.12,9.13,80.38,0.44
372.0,EMPRESA00354,CANA_ACUCAR,9.87,4649.55,6.53,3.84,7.96,12.74,3.01,4.89,18.34,35.18,13.35,17.92,8.62,0.61
373.0,EMPRESA00415,CANA_ACUCAR,4.24,5148.26,6.37,2.11,3.32,5.4,8.71,4.4,6.26,23.14,33.59,18.19,98.17,0.61
374.0,EMPRESA00082,SOJA,5.19,29161.79,3.68,4.79,6.5,5.96,4.72,5.77,15.65,39.46,26.58,15.1,52.24,0.61
375.0,EMPRESA00029,TRIGO,5.58,21345.52,7.31,8.98,8.93,2.8,7.39,7.42,8.76,25.98,24.71,13.66,73.08,0.59
376.0,EMPRESA00033,CANA_ACUCAR,9.16,19143.87,5.88,8.27,7.57,14.92,8.32,6.91,13.31,30.34,23.25,6.18,98.19,0.75
377.0,EMPRESA00301,MILHO,2.05,16512.75,1.2,5.44,9.48,5.42,6.62,6.06,15.56,39.35,18.52,17.94,88.25,0.61
378.0,EMPRESA00449,TRIGO,6.22,16196.14,7.46,8.0,6.14,9.65,2.88,2.92,13.86,35.5,29.75,5.08,85.51,0.71
379.0,EMPRESA00313,SOJA,7.04,5758.74,4.21,9.4,9.21,10.46,7.58,5.83,16.02,27.26,26.96,17.82,63.41,0.67
380.0,EMPRESA00271,TRIGO,7.63,27232.35,5.7,4.82,9.63,6.41,7.79,2.57,2.02,13.88,22.39,12.36,30.17,0.42
381.0,EMPRESA00018,CANA_ACUCAR,9.82,15359.03,5.86,2.69,5.31,6.96,2.16,3.83,12.46,37.17,24.01,18.01,94.65,0.67
382.0,EMPRESA00371,CANA_ACUCAR,8.55,25205.4,1.41,4.1,6.55,4.7,2.29,2.83,15.99,34.29,24.12,8.02,23.19,0.47
383.0,EMPRESA00184,TRIGO,5.33,20853.48,2.2,6.85,6.37,5.82,4.92,5.71,3.16,21.17,27.69,17.46,27.19,0.41
384.0,EMPRESA00159,TRIGO,7.87,3570.01,4.7,8.99,7.04,5.86,8.83,7.51,8.31,18.75,36.39,19.43,96.74,0.65
385.0,EMPRESA00491,CANA_ACUCAR,5.92,18311.41,6.23,4.95,5.27,4.99,1.86,8.18,15.35,31.26,16.26,8.07,58.68,0.57
386.0,EMPRESA00090,CANA_ACUCAR,4.65,6401.54,6.08,4.4,4.85,14.77,6.79,3.63,19.7,20.32,23.26,13.9,25.71,0.62
387.0,EMPRESA00116,SOJA,5.02,15710.9,8.71,9.59,4.15,7.29,4.47,5.9,18.37,31.02,14.72,16.76,76.73,0.68
388.0,EMPRESA00469,CANA_ACUCAR,6.3,15812.99,2.21,8.18,7.24,9.26,1.69,4.28,8.33,37.93,33.5,19.06,27.91,0.54
389.0,EMPRESA00432,CANA_ACUCAR,8.5,5535.14,8.38,9.74,3.44,11.41,6.15,9.99,9.06,12.93,12.98,17.66,98.99,0.65
390.0,EMPRESA00107,SOJA,9.61,21789.01,3.96,3.06,6.4,4.93,3.74,4.39,10.91,28.76,24.59,16.35,98.07,0.6
391.0,EMPRESA00327,SOJA,6.55,4999.86,9.44,4.46,7.25,13.08,1.74,1.3,16.46,13.87,33.15,17.79,30.57,0.64
392.0,EMPRESA00294,MILHO,5.6,22310.29,3.93,8.72,8.91,8.63,5.53,3.1,18.46,29.12,13.62,14.59,65.86,0.61
393.0,EMPRESA00440,MILHO,2.73,7342.33,4.83,4.86,6.0,4.22,1.23,5.3,16.09,23.64,38.45,17.04,56.97,0.59
394.0,EMPRESA00163,TRIGO,7.11,10497.03,1.97,9.16,2.13,3.35,8.42,1.52,2.34,38.26,39.82,5.63,21.13,0.45
395.0,EMPRESA00063,MILHO,5.63,11396.99,4.0,6.57,5.15,8.14,8.45,8.2,15.37,20.64,23.86,11.7,42.5,0.55
396.0,EMPRESA00488,TRIGO,5.05,18663.98,5.47,9.26,4.97,3.58,4.36,5.95,12.51,38.62,33.48,13.44,48.24,0.61
397.0,EMPRESA00075,CANA_ACUCAR,6.71,29024.63,8.47,6.77,5.74,7.32,9.18,7.41,16.3,25.63,14.27,5.82,17.63,0.56
398.0,EMPRESA00470,TRIGO,8.51,24580.25,2.47,9.86,2.82,3.95,6.69,8.48,3.36,30.13,17.69,17.85,39.13,0.43
399.0,EMPRESA00113,MILHO,4.37,23716.56,8.88,5.13,4.12,3.04,5.52,4.9,18.56,16.68,24.89,8.28,60.99,0.58
400.0,EMPRESA00376,CANA_ACUCAR,6.99,18155.9,5.88,7.59,5.28,3.41,5.06,9.96,7.86,21.31,36.7,13.84,63.13,0.57
401.0,EMPRESA00426,TRIGO,7.31,307.61,2.95,4.72,3.46,5.03,7.0,7.48,13.65,18.17,13.2,8.58,74.18,0.49
402.0,EMPRESA00490,SOJA,9.82,9855.04,9.12,4.97,9.24,7.6,4.24,3.35,16.27,28.65,39.59,5.12,10.49,0.64
403.0,EMPRESA00005,MILHO,9.87,11775.52,3.98,5.67,8.08,10.69,6.1,3.03,15.57,27.37,27.71,15.18,34.65,0.6
404.0,EMPRESA00250,CANA_ACUCAR,4.34,24759.13,6.55,4.4,4.93,10.86,8.71,9.96,18.28,34.76,37.79,6.49,37.4,0.71
405.0,EMPRESA00494,TRIGO,8.59,25208.76,6.69,2.79,3.88,5.47,8.17,3.69,11.85,16.93,22.87,11.12,85.29,0.58
406.0,EMPRESA00367,TRIGO,9.85,23891.82,4.89,7.84,8.29,11.63,3.22,1.09,6.45,23.5,33.36,10.48,85.63,0.64
407.0,EMPRESA00056,TRIGO,7.95,25762.99,7.22,9.48,2.16,13.04,2.63,6.23,11.07,27.31,37.08,14.1,6.66,0.61
408.0,EMPRESA00308,SOJA,7.85,21768.38,2.49,2.17,7.62,4.34,3.12,3.72,15.39,20.09,24.28,17.1,29.2,0.46
409.0,EMPRESA00455,SOJA,5.26,7670.52,5.68,8.04,5.34,13.49,5.57,4.95,6.12,17.18,33.95,6.94,85.78,0.63
410.0,EMPRESA00482,MILHO,9.42,28873.7,3.77,8.03,7.08,13.22,4.57,4.11,14.02,10.0,30.93,7.74,38.39,0.56
411.0,EMPRESA00191,SOJA,6.2,26075.19,1.89,4.5,5.69,10.05,3.39,3.09,11.25,34.52,16.61,18.25,72.35,0.56
412.0,EMPRESA00357,CANA_ACUCAR,7.27,10772.66,7.74,4.26,8.71,3.71,8.67,9.87,9.52,27.61,18.57,8.25,52.0,0.56
413.0,EMPRESA00390,TRIGO,5.79,25516.05,6.01,9.41,7.71,8.73,1.7,6.87,12.15,33.84,18.53,14.55,62.76,0.62
414.0,EMPRESA00193,TRIGO,6.3,25143.91,7.25,4.69,4.5,11.2,3.06,6.02,9.42,13.66,22.2,10.01,83.36,0.59
415.0,EMPRESA00310,SOJA,8.92,1526.69,2.28,7.87,8.13,14.34,8.42,5.69,2.58,33.83,17.49,19.86,79.81,0.61
416.0,EMPRESA00391,SOJA,8.48,23468.93,9.74,6.33,5.36,10.8,8.76,3.44,17.86,33.0,24.52,14.05,29.95,0.69
417.0,EMPRESA00012,TRIGO,5.01,24076.21,5.73,7.85,8.2,13.9,4.37,7.39,9.29,32.38,30.41,16.53,15.89,0.61
418.0,EMPRESA00404,MILHO,7.62,11959.31,8.49,5.4,4.45,2.66,4.55,7.45,18.25,26.46,11.6,14.54,68.69,0.6
419.0,EMPRESA00026,TRIGO,8.15,6873.56,1.16,3.41,9.04,4.24,9.89,3.89,3.6,30.98,27.08,17.09,99.78,0.55
420.0,EMPRESA00263,CANA_ACUCAR,8.39,18383.39,1.5,2.19,7.56,10.22,4.87,2.47,15.84,32.29,39.13,15.92,83.69,0.67
421.0,EMPRESA00461,MILHO,8.0,6116.03,6.32,2.94,5.97,2.17,8.62,8.06,7.76,13.93,25.48,19.24,60.59,0.5
422.0,EMPRESA00054,SOJA,8.84,15750.79,1.59,6.46,6.59,10.38,1.3,2.13,16.61,30.73,15.03,18.97,73.01,0.59
423.0,EMPRESA00317,TRIGO,5.03,1670.17,6.94,8.66,4.75,6.45,8.42,5.3,7.53,11.07,12.09,19.12,51.99,0.47
424.0,EMPRESA00038,CANA_ACUCAR,5.71,27647.44,7.53,4.49,5.72,13.77,4.05,4.65,14.41,25.59,25.33,6.37,83.85,0.7
425.0,EMPRESA00424,CANA_ACUCAR,9.18,19982.72,7.87,2.75,3.0,5.34,1.19,4.01,6.3,22.38,13.88,11.48,25.72,0.44
426.0,EMPRESA00400,MILHO,7.11,11870.27,5.75,9.78,2.25,2.19,6.65,1.93,10.75,20.09,12.35,19.3,26.75,0.42
427.0,EMPRESA00251,CANA_ACUCAR,4.0,14100.04,8.32,8.83,7.84,7.79,2.86,4.55,7.84,19.42,36.27,14.75,42.42,0.59
428.0,EMPRESA00187,CANA_ACUCAR,9.58,22740.52,2.78,8.47,3.43,5.35,4.64,6.72,10.82,21.84,38.11,17.05,29.63,0.51
429.0,EMPRESA00376,CANA_ACUCAR,6.54,8819.86,7.7,6.75,8.95,4.85,3.6,6.43,6.72,18.93,14.12,19.9,86.22,0.56
430.0,EMPRESA00252,CANA_ACUCAR,5.73,14334.61,4.76,6.93,7.96,13.8,8.35,9.81,15.16,39.78,24.63,14.67,97.44,0.78
431.0,EMPRESA00142,CANA_ACUCAR,4.83,8030.76,7.44,6.12,7.39,13.42,2.57,3.33,4.53,21.19,34.92,7.16,55.68,0.61
432.0,EMPRESA00364,MILHO,7.79,7614.5,4.81,5.47,4.87,2.58,7.53,9.71,3.06,31.36,35.85,10.2,40.2,0.51
433.0,EMPRESA00191,SOJA,7.95,20228.63,3.02,4.19,5.98,9.54,1.26,3.55,12.26,35.05,17.36,9.02,73.54,0.58
434.0,EMPRESA00167,MILHO,9.87,13471.1,6.76,5.84,5.61,14.29,1.95,8.91,19.93,27.32,23.36,18.35,27.6,0.68
435.0,EMPRESA00498,CANA_ACUCAR,7.67,980.22,9.82,7.51,9.23,11.74,8.7,6.84,3.79,32.83,35.1,10.41,72.71,0.74
436.0,EMPRESA00355,CANA_ACUCAR,7.0,29461.23,9.72,4.64,3.36,8.02,9.66,7.31,15.53,26.47,14.86,11.07,44.75,0.63
437.0,EMPRESA00260,TRIGO,7.35,17119.51,8.56,3.29,3.89,4.38,5.16,4.71,16.29,30.02,29.9,10.51,33.23,0.6
438.0,EMPRESA00345,CANA_ACUCAR,6.53,28685.95,2.66,5.16,9.29,5.54,1.33,1.74,13.69,30.99,19.44,9.33,14.16,0.44
439.0,EMPRESA00230,MILHO,6.04,26443.87,9.58,7.28,7.14,8.01,6.37,2.16,12.15,12.02,22.79,15.73,94.45,0.65
440.0,EMPRESA00446,TRIGO,9.9,10079.71,1.28,6.32,5.51,7.43,7.45,5.08,3.86,35.17,29.93,14.96,18.87,0.47
441.0,EMPRESA00183,SOJA,4.37,1250.73,3.74,5.27,8.58,3.09,5.71,6.61,10.86,24.57,29.45,7.48,46.59,0.5
442.0,EMPRESA00381,CANA_ACUCAR,6.75,4869.89,8.52,7.18,5.08,9.99,4.12,4.38,7.51,29.24,25.1,16.21,83.17,0.67
443.0,EMPRESA00390,SOJA,7.26,23069.11,1.25,6.29,5.38,14.84,8.67,4.68,6.44,38.96,38.64,7.82,65.12,0.65
444.0,EMPRESA00020,CANA_ACUCAR,4.0,7845.99,6.36,4.57,6.83,14.58,7.72,2.37,3.63,29.72,29.78,7.14,31.11,0.57
445.0,EMPRESA00157,TRIGO,9.68,15826.98,2.26,2.16,7.51,2.08,4.98,4.09,8.51,14.23,23.41,11.53,72.85,0.44
446.0,EMPRESA00256,MILHO,7.24,26408.73,5.87,8.15,4.08,10.33,2.32,7.96,4.51,27.08,25.81,15.93,87.83,0.62
447.0,EMPRESA00433,TRIGO,7.23,17948.39,4.84,6.95,7.32,4.16,8.04,9.39,5.77,19.73,20.04,12.61,65.2,0.5
448.0,EMPRESA00026,SOJA,8.46,29749.3,1.88,4.3,4.91,5.66,4.55,7.64,6.54,36.67,35.45,15.85,52.32,0.55
449.0,EMPRESA00236,CANA_ACUCAR,8.81,10677.44,3.06,4.96,6.64,5.79,9.43,5.16,11.77,39.72,34.51,18.7,86.87,0.67
450.0,EMPRESA00113,SOJA,8.57,2698.89,3.32,2.3,3.46,11.93,4.01,2.58,3.93,33.22,14.66,11.83,54.47,0.5
451.0,EMPRESA00350,TRIGO,6.01,951.92,4.59,9.85,9.91,9.31,8.86,5.85,10.0,29.47,13.7,18.12,24.39,0.53
452.0,EMPRESA00477,MILHO,3.48,25522.06,4.21,5.85,2.14,10.17,3.14,7.39,5.36,30.61,23.88,16.05,29.36,0.49
453.0,EMPRESA00283,MILHO,4.48,13392.49,4.17,5.21,4.12,6.96,7.29,9.76,11.43,30.24,23.87,10.53,74.54,0.59
454.0,EMPRESA00063,MILHO,5.81,25224.35,9.2,9.76,5.37,5.78,2.33,5.28,5.05,17.02,27.24,9.94,39.29,0.51
455.0,EMPRESA00312,TRIGO,9.58,1257.48,5.97,7.37,2.85,5.38,4.24,6.88,8.13,20.82,39.48,6.77,15.11,0.5
456.0,EMPRESA00010,SOJA,4.63,22148.07,1.17,5.49,5.71,12.42,5.4,8.65,12.86,23.84,22.8,18.11,65.7,0.58
457.0,EMPRESA00360,CANA_ACUCAR,9.25,27628.23,3.41,6.22,6.01,12.76,9.79,2.64,11.12,21.19,33.29,18.67,86.15,0.66
458.0,EMPRESA00193,CANA_ACUCAR,6.01,15999.06,4.15,2.1,3.82,13.49,8.84,2.77,10.95,22.06,27.44,12.41,75.82,0.61
459.0,EMPRESA00362,TRIGO,5.75,8857.08,5.29,6.9,9.99,14.99,9.21,7.4,9.45,37.71,12.3,19.16,95.64,0.72
460.0,EMPRESA00394,SOJA,4.04,1772.22,6.53,6.13,5.28,9.64,6.9,1.95,2.99,20.46,37.97,15.1,72.41,0.59
461.0,EMPRESA00277,TRIGO,7.84,6991.21,8.29,7.87,4.81,11.73,1.84,9.72,3.28,37.77,37.26,12.55,24.26,0.63
462.0,EMPRESA00235,SOJA,5.27,10323.21,7.02,8.66,5.45,7.99,8.38,1.54,5.27,29.53,22.42,5.53,66.5,0.57
463.0,EMPRESA00197,SOJA,6.13,5223.31,9.4,9.5,7.48,10.32,6.73,1.45,2.34,28.27,34.7,11.42,73.84,0.66
464.0,EMPRESA00364,TRIGO,9.36,21683.16,4.08,9.83,5.25,9.6,9.12,7.7,10.69,18.47,35.91,13.66,6.72,0.53
465.0,EMPRESA00311,TRIGO,5.49,28239.94,3.13,7.98,2.63,6.89,9.83,8.41,7.71,20.5,24.83,18.7,85.21,0.56
466.0,EMPRESA00391,SOJA,6.39,21970.4,1.25,8.27,5.77,9.84,2.93,4.39,9.33,33.81,19.07,12.6,33.04,0.49
467.0,EMPRESA00257,TRIGO,9.09,6589.4,5.17,5.49,6.46,2.22,5.95,5.5,11.0,24.18,23.43,11.95,49.68,0.5
468.0,EMPRESA00079,MILHO,8.47,27301.85,9.82,1.05,3.29,13.21,7.1,8.11,3.18,27.78,38.18,19.93,22.1,0.63
469.0,EMPRESA00353,SOJA,7.25,6381.0,6.98,7.37,7.22,3.95,7.91,6.34,14.46,31.5,30.16,11.35,60.25,0.64
470.0,EMPRESA00064,SOJA,4.3,27391.3,9.76,9.68,3.28,8.14,9.11,5.29,13.61,27.05,11.45,8.97,60.79,0.62
471.0,EMPRESA00475,SOJA,5.94,6533.48,9.56,3.4,9.31,13.5,8.19,7.78,3.94,15.82,15.14,14.25,35.34,0.55
472.0,EMPRESA00339,CANA_ACUCAR,6.77,12212.53,9.26,5.32,8.69,9.5,9.08,4.52,15.14,32.96,18.51,13.09,84.2,0.73
473.0,EMPRESA00304,SOJA,6.51,17738.61,8.63,5.27,8.12,3.82,4.23,1.6,11.11,21.69,29.38,17.86,33.38,0.54
474.0,EMPRESA00253,SOJA,5.99,10740.31,8.19,2.28,7.48,10.99,3.21,2.52,6.68,12.29,22.03,13.33,47.67,0.52
475.0,EMPRESA00376,MILHO,4.62,23411.86,5.98,8.74,8.1,3.71,7.9,7.45,5.09,28.09,13.38,7.4,55.46,0.48
476.0,EMPRESA00117,TRIGO,9.08,3643.79,1.8,7.45,4.47,5.04,4.81,3.53,5.81,17.56,24.99,18.11,76.81,0.48
477.0,EMPRESA00488,MILHO,6.23,10357.52,8.34,7.89,6.2,8.66,1.86,6.84,19.2,38.5,24.23,5.26,92.26,0.76
478.0,EMPRESA00255,CANA_ACUCAR,5.93,19749.97,9.99,9.16,7.61,8.62,1.74,2.64,13.57,13.83,12.06,5.74,94.22,0.63
479.0,EMPRESA00407,MILHO,9.9,9417.81,3.45,6.45,5.61,6.23,9.28,6.43,9.3,29.75,23.51,8.49,50.56,0.54
480.0,EMPRESA00497,CANA_ACUCAR,4.32,24895.4,8.03,2.6,3.72,3.32,3.39,9.24,17.29,10.66,24.78,5.01,61.07,0.55
481.0,EMPRESA00356,SOJA,5.05,20669.4,8.32,8.01,7.81,5.48,8.63,1.66,3.07,19.51,38.42,5.31,24.56,0.5
482.0,EMPRESA00400,MILHO,4.98,13976.78,9.94,4.09,4.09,11.92,9.21,7.18,16.24,11.75,37.74,18.51,33.5,0.67
483.0,EMPRESA00394,CANA_ACUCAR,8.43,25932.18,8.71,4.34,3.98,3.79,1.12,7.03,9.58,14.79,26.21,19.0,32.0,0.5
484.0,EMPRESA00109,MILHO,6.69,9600.06,9.55,2.33,2.73,6.0,7.21,8.91,17.9,12.84,15.4,8.99,65.45,0.59
485.0,EMPRESA00122,SOJA,5.18,25748.92,5.93,6.48,8.13,12.34,6.35,2.52,19.48,18.52,23.6,18.8,5.94,0.57
486.0,EMPRESA00093,MILHO,2.41,6601.6,2.07,3.77,4.34,7.91,2.06,9.05,9.33,16.37,25.07,18.69,86.3,0.52
487.0,EMPRESA00021,MILHO,9.88,15282.44,9.23,4.81,7.95,7.29,2.91,4.49,13.77,24.59,33.68,12.18,89.68,0.72
488.0,EMPRESA00197,CANA_ACUCAR,9.59,15665.62,5.07,6.19,6.73,5.76,2.95,9.78,10.38,22.22,21.09,7.29,38.76,0.5
489.0,EMPRESA00395,TRIGO,7.65,13621.96,1.61,5.53,6.04,9.98,5.69,4.35,10.04,11.55,34.08,15.88,60.86,0.53
490.0,EMPRESA00164,MILHO,5.12,25880.49,5.66,3.18,6.0,11.38,4.27,5.03,6.99,19.03,15.0,8.01,88.01,0.55
491.0,EMPRESA00419,CANA_ACUCAR,4.74,12182.9,6.03,4.23,5.92,10.8,4.35,3.13,9.5,37.17,32.06,19.09,78.26,0.68
492.0,EMPRESA00366,CANA_ACUCAR,6.32,13346.52,8.69,7.27,3.61,11.72,2.12,7.41,15.88,20.43,21.55,12.8,82.36,0.69
493.0,EMPRESA00451,CANA_ACUCAR,6.52,2181.54,1.44,6.52,3.82,3.58,7.4,9.15,10.74,29.46,33.5,11.06,10.53,0.45
494.0,EMPRESA00081,TRIGO,7.81,11993.36,5.58,4.78,8.67,9.14,1.4,9.27,12.61,26.48,36.06,7.63,29.43,0.59
495.0,EMPRESA00493,SOJA,4.7,10898.23,7.97,2.26,8.0,13.8,9.56,4.7,9.95,34.5,37.8,19.94,80.67,0.78
496.0,EMPRESA00044,TRIGO,9.67,7253.93,8.99,2.69,7.72,9.11,7.4,2.88,6.64,19.28,27.8,9.89,17.02,0.53
497.0,EMPRESA00271,MILHO,4.34,26300.05,3.61,2.05,8.63,8.02,4.96,5.72,9.98,27.62,31.82,19.19,27.28,0.52
498.0,EMPRESA00242,SOJA,8.17,9949.08,8.85,7.14,9.08,4.74,6.95,5.35,1.37,13.34,21.55,8.85,47.41,0.47
499.0,EMPRESA00037,SOJA,9.57,976.92,8.42,3.45,3.01,5.42,6.07,3.98,11.96,39.68,23.34,12.61,91.41,0.69
500.0,EMPRESA00164,TRIGO,7.46,23108.04,7.25,2.3,9.45,7.84,4.8,4.67,2.32,27.85,30.46,11.02,17.05,0.5
501.0,EMPRESA00088,SOJA,8.85,6489.65,5.66,9.08,5.77,9.86,2.42,9.75,2.9,18.4,21.81,18.05,19.21,0.47
502.0,EMPRESA00217,MILHO,4.14,1326.3,2.75,6.83,4.14,7.01,5.43,8.21,18.7,28.92,21.3,12.08,49.47,0.57
503.0,EMPRESA00321,TRIGO,5.26,19833.11,5.93,5.64,5.17,10.13,4.1,7.96,13.42,19.31,28.6,14.79,95.09,0.67
504.0,EMPRESA00159,MILHO,4.36,1263.29,8.38,4.49,9.27,10.26,4.02,1.68,7.35,13.94,34.51,9.97,47.41,0.57
505.0,EMPRESA00033,TRIGO,6.24,11163.26,1.56,2.95,6.65,14.86,3.49,8.57,9.53,15.22,20.05,11.02,61.93,0.52
506.0,EMPRESA00263,TRIGO,5.81,27710.66,2.89,2.81,7.29,4.1,1.32,1.62,6.73,27.88,36.72,8.08,93.1,0.55
507.0,EMPRESA00364,TRIGO,8.03,29936.09,8.75,2.4,5.36,3.78,9.49,4.26,19.26,26.38,38.49,19.76,46.67,0.68
508.0,EMPRESA00011,TRIGO,8.63,9301.34,4.51,8.76,4.64,7.82,6.42,8.5,8.88,13.53,30.35,18.57,87.51,0.6
509.0,EMPRESA00343,TRIGO,8.9,5785.97,3.24,9.86,7.54,13.81,3.27,8.18,4.36,24.38,27.5,5.37,57.02,0.57
510.0,EMPRESA00101,CANA_ACUCAR,9.12,10514.52,7.73,6.27,9.2,13.08,8.83,1.36,6.4,22.24,28.08,5.45,69.56,0.65
511.0,EMPRESA00379,MILHO,4.34,604.99,4.93,5.07,6.5,2.62,2.66,2.47,1.95,37.81,15.55,10.41,38.11,0.41
512.0,EMPRESA00299,SOJA,6.96,16740.98,3.03,7.45,9.23,14.43,9.97,1.04,1.44,26.57,31.1,17.61,70.44,0.6
513.0,EMPRESA00388,TRIGO,9.09,10778.77,3.98,7.98,9.97,14.36,5.85,5.22,10.76,31.69,13.29,12.53,60.41,0.62
514.0,EMPRESA00414,SOJA,9.36,17164.44,4.28,3.53,9.45,7.47,8.5,3.58,13.93,31.04,17.91,9.82,75.64,0.61
515.0,EMPRESA00296,SOJA,4.99,26262.53,6.21,7.43,4.65,8.72,9.7,7.64,7.49,29.3,15.54,13.31,77.91,0.6
516.0,EMPRESA00311,TRIGO,5.59,23138.59,2.45,7.55,7.37,4.98,8.41,9.43,13.91,16.27,16.21,15.06,46.6,0.48
517.0,EMPRESA00297,SOJA,9.01,23916.08,8.44,7.86,7.71,4.0,3.05,1.04,14.45,27.98,23.05,7.21,61.55,0.6
518.0,EMPRESA00363,MILHO,5.04,1538.2,1.63,7.62,9.13,2.4,3.53,4.56,1.33,21.72,15.97,7.2,60.65,0.36
519.0,EMPRESA00223,TRIGO,9.06,29722.15,4.23,8.97,7.94,14.42,3.74,4.87,15.58,26.94,35.77,18.33,64.19,0.72
520.0,EMPRESA00216,CANA_ACUCAR,9.93,11401.39,5.58,4.36,5.61,8.04,6.63,2.89,9.96,34.47,29.68,15.7,33.42,0.58
521.0,EMPRESA00362,TRIGO,9.66,18779.52,7.26,2.34,8.62,8.3,7.54,4.4,19.49,39.44,21.99,12.8,44.75,0.68
522.0,EMPRESA00093,TRIGO,7.42,8346.04,1.15,2.3,6.48,2.64,6.82,4.79,8.78,34.01,26.54,14.32,41.9,0.46
523.0,EMPRESA00444,SOJA,8.81,24227.71,1.92,6.31,7.21,11.2,5.91,8.84,19.49,12.42,37.68,14.78,71.16,0.66
524.0,EMPRESA00289,TRIGO,6.52,12267.68,9.6,3.18,5.65,8.43,9.66,2.66,12.34,20.57,27.84,6.66,28.9,0.58
525.0,EMPRESA00260,SOJA,6.85,587.76,2.19,7.18,5.2,9.85,8.82,8.28,4.41,35.84,20.36,17.11,74.52,0.58
526.0,EMPRESA00480,SOJA,9.91,15081.92,6.37,3.12,8.51,8.51,7.63,2.26,5.95,27.34,21.64,9.52,22.71,0.5
527.0,EMPRESA00277,SOJA,4.54,5674.61,9.53,4.83,8.1,14.42,3.81,7.67,15.53,25.75,35.04,15.56,25.43,0.7
528.0,EMPRESA00070,CANA_ACUCAR,9.48,12708.55,4.66,6.33,3.55,9.62,7.18,2.4,5.56,26.56,16.7,19.7,47.81,0.51
529.0,EMPRESA00241,TRIGO,7.99,4416.43,4.49,2.66,6.66,11.93,6.91,2.08,19.44,22.73,14.08,7.02,94.0,0.65
530.0,EMPRESA00109,SOJA,4.73,26094.88,8.34,4.44,5.73,7.04,7.88,2.37,5.77,16.22,25.06,10.93,43.81,0.5
531.0,EMPRESA00198,TRIGO,9.98,19797.77,5.75,6.72,9.87,2.17,1.05,6.26,6.04,36.74,13.89,11.12,96.9,0.57
532.0,EMPRESA00373,TRIGO,6.19,670.26,3.0,6.54,2.11,6.43,3.83,9.65,18.68,11.27,29.74,14.91,20.82,0.49
533.0,EMPRESA00312,TRIGO,6.19,22310.79,7.95,9.97,9.87,2.96,1.73,1.53,2.52,16.02,39.61,18.45,14.99,0.46
534.0,EMPRESA00164,TRIGO,5.31,16359.98,6.06,3.61,7.93,14.47,1.78,9.29,11.74,31.16,33.03,9.33,80.77,0.72
535.0,EMPRESA00002,TRIGO,5.52,20336.32,1.66,2.69,6.66,2.71,3.64,2.07,13.19,29.93,34.74,12.77,44.11,0.49
536.0,EMPRESA00261,TRIGO,9.08,12950.29,6.51,9.65,2.64,7.61,3.14,7.77,1.17,20.99,11.78,17.08,25.71,0.42
